trip_id,length,idle,anomaly_long,anomaly_idle
-9221304899272910788,1.2950913632888468,False,False,False
-9217374206810770265,0.3203034682858971,False,False,False
-9214548556609186054,0.08589911143076705,False,False,False
-9214033164510198912,0.731983676259211,False,False,False
-9212938812549517684,2.370116720643656,False,False,False
-9210829366468064350,2.57279739684176,True,False,True
-9207744341078435299,0.0018851831707915325,False,False,False
-9207138669317269052,0.002287386761366984,False,False,False
-9205038526221579984,1.0062092318040052,False,False,False
-9204778906542759741,0.5122111293201562,False,False,False
-9202172489717137435,0.02686333200576755,False,False,False
-9201388571132764507,2.959515822922521,False,False,False
-9200688590849868007,2.1118346196479374,True,False,True
-9200393735604840411,2.180019631557253,False,False,False
-9198754092502554769,0.0,False,False,False
-9198438140148819555,0.7834346651815909,False,False,False
-9188776861367414071,0.0770434514389687,False,False,False
-9185900661715731450,0.7169441596990108,False,False,False
-9185410353967780790,0.450271597832487,False,False,False
-9184194414569400743,0.66341746757618,False,False,False
-9174809634493203141,0.8544280173259243,False,False,False
-9169657942830411046,3.2690644100342845,False,False,False
-9169092331127415906,0.7745222091705862,False,False,False
-9167875026883133696,2.703395015760665,False,False,False
-9167088746307149199,0.5169963193982896,False,False,False
-9164579065866867128,1.4830143709407473,False,False,False
-9163058962347897266,2.157388360328367,False,False,False
-9162195255193388566,0.7000821700900572,False,False,False
-9162045034759763088,0.20969877579954443,True,False,True
-9158708586266049143,6.840936275384767,False,True,False
-9155722751305835362,0.5727004398026068,False,False,False
-9152461748322117628,0.006642533259466527,False,False,False
-9151020033265048541,1.8989512327210458,False,False,False
-9148563692634548769,0.19894090923210042,True,False,True
-9147503471921488242,1.0066489672539458,False,False,False
-9146382068513855302,0.03146390009458086,False,False,False
-9146069757806182028,0.5539897306500722,False,False,False
-9143722638913159063,0.00024623603222856345,True,False,True
-9140863040906074716,0.4010034226891935,False,False,False
-9135762914668397847,0.534196702549413,False,False,False
-9132405205502157208,0.3639255762746176,False,False,False
-9129214461470326404,0.7674129540806625,False,False,False
-9128711894928852974,0.09728700678621224,False,False,False
-9124202988660120272,0.10610363325339309,False,False,False
-9122487775528839922,1.067823390779068,True,False,True
-9119866581379099892,0.12214059051535872,False,False,False
-9119015573981475259,1.0736361749468968,True,False,True
-9115651427738250037,0.6549101892767982,False,False,False
-9114457119762299628,0.6493407707494188,False,False,False
-9113725169412304501,1.0322320629670423,True,False,True
-9113581208517586715,0.9252966416526887,False,False,False
-9108954899330299784,0.0004933241801421783,False,False,False
-9107467570011312461,0.8689709290188458,True,False,True
-9106984674075679495,0.001936604387357061,False,False,False
-9103551607952250286,0.8522010350910709,False,False,False
-9100206525777484302,0.0,False,False,False
-9099898467264434224,0.1535495387775472,False,False,False
-9098550050561329812,1.31360782537519,True,False,True
-9098493700441985738,0.33649459382068847,True,False,True
-9097326143159107020,0.04132738023469522,False,False,False
-9097319584475890277,4.243718224430783,True,True,True
-9096129213436078786,1.3462325497220244,True,False,True
-9091864009534537800,1.177169313470117,True,False,True
-9088612077282241813,2.7903184053764587,False,False,False
-9087508337875344051,0.6832165645079789,True,False,True
-9085426893372081327,0.31932169093042523,False,False,False
-9084885938394310049,0.17185456610688432,False,False,False
-9084216051548124832,0.487042260355402,False,False,False
-9075256251730106322,1.9670529355364286,False,False,False
-9074009074712903575,0.2332038200335325,True,False,True
-9071006361123377719,2.610740329545592,True,False,True
-9069193789422898008,0.0015057447978869122,False,False,False
-9065660310328833801,0.101698749278601,False,False,False
-9064156825860907913,0.34307581335981524,False,False,False
-9062339965111545566,1.2784727536583391,False,False,False
-9061858810516809058,0.4271638292712987,False,False,False
-9060810594054137704,0.5575519776002712,False,False,False
-9059354481045744065,3.3401611967278804,False,False,False
-9056964766718651728,1.3892845434602763,False,False,False
-9055307649613839031,1.5061840217238576,True,False,True
-9053294463824026924,0.3973924691232894,True,False,True
-9052624999303170184,1.9241690478046674,False,False,False
-9047494058275590180,0.8723073029856064,True,False,True
-9045982928887159404,0.026272493151208644,True,False,True
-9043791695275399136,0.005038657773590119,False,False,False
-9043614323555733081,0.6884628964474712,False,False,False
-9034274647594615984,0.48773689207268317,False,False,False
-9030850464165671178,0.00018973665962314216,True,False,True
-9022528412999488387,1.4254004505808353,True,False,True
-9016340673691996181,0.2603475708126249,False,False,False
-9007680673642332941,0.0,False,False,False
-9005314433826788980,1.4788372221303605,False,False,False
-8997580190446111174,0.4625616870111403,True,False,True
-8997442757867551638,0.43516795337520103,False,False,False
-8997382986074772556,1.8736918109756564,False,False,False
-8996690602100200878,0.45449615013002936,False,False,False
-8993936466054776925,1.061956055404344,False,False,False
-8989460873260793781,0.005750500562175123,False,False,False
-8982513112848221916,3.10681516259219,False,False,False
-8981004908758217608,0.0017769826636116627,False,False,False
-8973282053636717964,1.3910404829703875,True,False,True
-8969425286273112834,0.12082810010002575,False,False,False
-8968774087866591541,0.0029702974822120084,False,False,False
-8961039325139459426,1.1145163119960695,False,False,False
-8960508794020780220,0.3583916055934212,False,False,False
-8960095818637078525,0.8560729550258152,False,False,False
-8956584428650312983,0.20946745838756894,False,False,False
-8952140972456735501,0.7619115617121994,False,False,False
-8944324154468564025,1.3574841364132473,False,False,False
-8941598034391248927,0.03645358466541726,False,False,False
-8940161300212545769,0.6069217614416021,True,False,True
-8939808986530211433,6.373749567576971,True,True,True
-8928410358805927977,0.0997552196544263,False,False,False
-8926667056895496717,0.002127809403935664,False,False,False
-8925014889518984119,0.8638200216357703,False,False,False
-8924861778872323863,0.05139976655755905,False,False,False
-8922339186036567937,0.14842797768441252,False,False,False
-8921490362518093044,0.4285037756348676,False,False,False
-8915781367310354469,0.6569811611259433,False,False,False
-8914505120571452142,0.30418832236276405,False,False,False
-8914326823368413684,2.11619394685417,False,False,False
-8913259330218792074,1.3175884688738915,False,False,False
-8909924138117782053,2.3550826932609277,True,False,True
-8901259078677241947,2.3464637592858315,False,False,False
-8901197792240692882,1.380269594806443,False,False,False
-8899400287722221763,0.011146192174911815,False,False,False
-8897973279290377102,0.16496271929778605,False,False,False
-8894131154726423191,0.0,False,False,False
-8890954824237644514,1.7876221468741065,False,False,False
-8889007275059075070,1.0790867555268728,False,False,False
-8887445411054541543,1.0644526192103188,False,False,False
-8886791532509139132,0.995525332715876,False,False,False
-8886223029156356517,0.095784512592083,False,False,False
-8878209200335110410,0.0,False,False,False
-8877527173005432799,0.7377481187347738,False,False,False
-8876975020372316797,2.021889362903082,False,False,False
-8871681771148786393,0.0036862477170973356,True,False,True
-8867759269374464077,0.9025407067950239,False,False,False
-8862991840736882768,0.4149138881650914,True,False,True
-8861674142130543417,0.09337306115879301,False,False,False
-8860630439848441966,2.2213990020795937,False,False,False
-8860358454438830138,2.014050644730018e-05,False,False,False
-8859740870405396242,1.2349864828586978,True,False,True
-8859341163678962297,0.12430481795889373,False,False,False
-8858294490696720507,0.003333198420961195,True,False,True
-8853422290360072323,1.0620551848671576,False,False,False
-8848779390294598547,1.1848304819962145,False,False,False
-8848671107287472789,0.12784442265473603,False,False,False
-8847952280885479068,1.4013950450679546,False,False,False
-8843262150046420698,3.416247444596629,True,False,True
-8840305814421191426,7.0593490443349936,True,True,True
-8837842170073410371,0.7492848978360043,False,False,False
-8836786774532177013,2.2447280702311563,True,False,True
-8818786859446138529,0.4898227704200562,False,False,False
-8817582824395354978,0.8711439968114765,False,False,False
-8817373766314500210,0.0,False,False,False
-8805545453648643626,0.002034462692043455,False,False,False
-8804265472244745205,1.6139909150677303,False,False,False
-8800613151192400833,0.6666096836957904,False,False,False
-8800537050914064524,0.0008400137810376626,False,False,False
-8799961684328910634,0.02183169122067882,True,False,True
-8796848855175641647,0.33950738231587035,False,False,False
-8795356572510297635,1.7834899912791964,False,False,False
-8792880907174247893,3.9447564637713475,True,True,True
-8791727274839522908,0.8195183525670409,False,False,False
-8785835604459045661,0.25293616605243374,False,False,False
-8783822064974438056,0.523632431076445,False,False,False
-8783533404473998374,0.02522458451017443,False,False,False
-8783283794524512228,0.6901709682423347,False,False,False
-8781380406440863024,3.8529381656047543,True,False,True
-8780499683875421870,0.016702937871477905,False,False,False
-8780484841924711321,0.3705432122726927,False,False,False
-8780478128422242451,0.5417680569830028,False,False,False
-8779795985437359282,0.09921094986644337,True,False,True
-8776422019707909508,0.39968376985503185,False,False,False
-8773846781252907763,0.3201091249119132,False,False,False
-8772228200873492305,1.7014706167276272,False,False,False
-8771816163321362302,0.3393190139147294,False,False,False
-8766034031537184841,0.3020528374977541,True,False,True
-8765864535055289712,1.569902971021722,False,False,False
-8759390362062340908,0.3781149461663617,False,False,False
-8754506309140558278,0.07258933156957932,False,False,False
-8753795477773884914,0.7469116102359261,False,False,False
-8752289511007643115,0.17567213074439764,True,False,True
-8750306526476194440,0.4425650732321641,False,False,False
-8749584309338609139,0.4305041730661315,False,False,False
-8747058554827619052,1.1946276804505809,False,False,False
-8732532359414421301,1.0072398892521446,False,False,False
-8730255489103430568,5.824240003193809,False,True,False
-8727386677983773837,4.053715444974696,True,True,True
-8726385918470675624,0.24507536611681968,False,False,False
-8720029104702376109,0.04635814744234991,False,False,False
-8716983388479205406,1.6705710270472753,False,False,False
-8716757070905246206,1.1024687838477827,True,False,True
-8714655155769782538,0.011788652544836428,False,False,False
-8713518491925725215,0.8190589960064958,True,False,True
-8711266438941982183,0.000869750021587413,False,False,False
-8710683787065748625,0.6686356214313101,False,False,False
-8710056643751896668,0.0,False,False,False
-8706702964934527370,0.03906835790477815,True,False,True
-8705235071010116166,0.001394393801151435,False,False,False
-8703110424833787169,0.4051141545454211,False,False,False
-8693029508897393364,1.934841474465713,False,False,False
-8691610155857872310,1.318567951343331,True,False,True
-8680090837177282026,0.44976081818918584,True,False,True
-8679903158053469168,0.001445192115257538,False,False,False
-8678585571255394401,1.1109804485512131,True,False,True
-8674111046660476216,1.2677791595891668,False,False,False
-8662787085147810072,0.0005178802950836884,True,False,True
-8661358739187284421,0.0,False,False,False
-8655028682324999136,3.976248285420996,False,True,False
-8647553455097766960,1.5367522934530693,False,False,False
-8639654372402153867,1.0141886100418893,False,False,False
-8639553169810050780,0.004339984807960836,False,False,False
-8639037429080859304,0.0,False,False,False
-8635383762914854737,1.0119187847847946,False,False,False
-8631421521368033959,0.44534151348877027,False,False,False
-8630688408188550556,2.54872763177025,False,False,False
-8630247160894990707,0.5375103189771059,False,False,False
-8630126164504965000,0.5843832790731496,False,False,False
-8628979864884281737,0.06792723439243152,False,False,False
-8624582503702259982,0.023011994170784502,False,False,False
-8619626575360281478,0.0002671686522772699,False,False,False
-8604467088293387525,1.9523061931758545,False,False,False
-8602360330006445602,0.40533809306905527,False,False,False
-8598593345462203681,0.00010498390352819693,False,False,False
-8597410425926145608,0.6257696664956145,False,False,False
-8596202429519465419,1.5103239086021807,False,False,False
-8595550702211603566,0.7429239959697608,False,False,False
-8591032742984102016,0.5932459078338339,False,False,False
-8589742459421829005,0.45841797961481545,False,False,False
-8589063409555858251,7.421590124951932e-06,False,False,False
-8587263977823413516,0.6611975045449127,True,False,True
-8586024988812817621,0.5476400839645024,False,False,False
-8582128912766364660,1.0779650373895477,False,False,False
-8579882689390826474,0.6745621921714489,False,False,False
-8575425502173531696,3.6419262186926,True,False,True
-8573198010712637466,0.7139892093118496,False,False,False
-8572624205826347198,12.003296706355234,True,True,True
-8567935966761099872,0.026308396751164122,True,False,True
-8566666695957441725,0.2496537740490253,False,False,False
-8563729805051921224,0.36415066677155805,False,False,False
-8562033468782366491,0.08085188182854439,False,False,False
-8559242429053044710,1.2190961814648602,False,False,False
-8558299629165726926,7.763090901325118,True,True,True
-8557804718294716199,1.2965772307035706,False,False,False
-8554542725825880459,1.7608139858495298,True,False,True
-8553296312348170100,0.3681273471609962,False,False,False
-8551971017920876701,0.008416139983646946,True,False,True
-8549113909338844187,3.0446457010568557,True,False,True
-8541461550116782465,0.841368425811991,True,False,True
-8538812735692745272,0.337555105194551,False,False,False
-8532225092220187229,1.6832516546590053,False,False,False
-8530239300989237259,0.40948252144276126,False,False,False
-8524357227091432765,1.2328489218056728,True,False,True
-8520590662425500287,0.405370393897533,True,False,True
-8520161904476035384,0.0231600966800867,True,False,True
-8514740943047761495,0.00010239079452228523,True,False,True
-8513499291798230026,0.7220061654605768,False,False,False
-8511333662722583365,1.3534460374186588,True,False,True
-8507645333056457842,1.4122587734082472,False,False,False
-8502508092772722262,0.13370422068522164,False,False,False
-8493647769073599528,0.15809283033457688,True,False,True
-8492690435360735318,0.2533243969337528,False,False,False
-8488327933783753506,2.2491680368185842,True,False,True
-8482576274139531225,7.255323885403256,True,True,True
-8475309907283785986,0.5337268119518312,False,False,False
-8475087249540524390,0.4226513785674957,False,False,False
-8473502331865785375,8.385497941824852,True,True,True
-8469518278920336008,1.5463133863619356,True,False,True
-8469007571751581210,0.31208815409452256,False,False,False
-8462628675877993127,1.3202751234763415,False,False,False
-8460590581202200406,0.08023234314594382,True,False,True
-8459849514344789340,0.17451611277344153,False,False,False
-8450162755738127174,0.009424095724437783,True,False,True
-8447804960797582407,0.9970604242709855,False,False,False
-8447677153171484786,2.0158047933110756,True,False,True
-8444786573576992336,0.15301962935686392,False,False,False
-8438008289287334714,0.5660359798831038,True,False,True
-8432774203301949691,0.3381030369481221,False,False,False
-8431641816221124594,0.8191329606603861,False,False,False
-8427735340289107677,1.0742402969285618,False,False,False
-8421775729625683145,0.010495549721381866,False,False,False
-8416972870719849077,0.01952615169458809,False,False,False
-8415955361457437812,0.544906320902817,False,False,False
-8409983168407346824,0.3672852190042376,False,False,False
-8404652520875541595,3.284475060438451,True,False,True
-8401569853857250995,0.005951841136145969,False,False,False
-8400724104073221422,4.388907995023845,True,True,True
-8400679120500681360,2.099728660543513,False,False,False
-8397235589692293683,3.8931090814914255,True,False,True
-8395810917852720544,3.0634386599343904,False,False,False
-8390632133955614695,1.1131320422309967,False,False,False
-8389056510587378659,0.3605662470207938,False,False,False
-8377942085722511570,0.054593461809087716,True,False,True
-8375186247148554927,0.009169601738380469,False,False,False
-8367950451049262203,0.08072459101195793,False,False,False
-8361278760341895696,3.2295643995348655,True,False,True
-8360096946151955633,0.363160386896421,False,False,False
-8359970164510614308,0.20088568373652865,False,False,False
-8358942705923659926,0.3689602599945003,True,False,True
-8358226347966768922,0.10903450968122398,False,False,False
-8354463079159458184,1.4499022779134587,False,False,False
-8352967576608604255,1.8931595994087647,False,False,False
-8351949612045101697,1.2762842639304126,False,False,False
-8349717446220806956,0.9116417650755226,False,False,False
-8349460273079645308,0.7848799726198943,False,False,False
-8344071185033362219,1.5276112667255048,True,False,True
-8341145034862175802,0.08266614064876186,False,False,False
